Row Number,Delta Ask Size,Delta Ask Price,Delta Bid Size,Delta Bid Price,Delta Average of Bid and Ask,Timestamp (EST)
727,22,0.35,-98,0.35,0.35,2024-08-08 10:25 AM
726,110,0.18,138,0.16,0.17,2024-08-08 10:26 AM
725,-110,0.23,-138,0.25,0.24,2024-08-08 10:27 AM
724,-28,-0.06,58,-0.07,-0.07,2024-08-08 10:28 AM
723,53,0.17,-20,0.17,0.17,2024-08-08 10:29 AM
722,-63,0.15,60,0.14,0.15,2024-08-08 10:30 AM
721,0,-0.05,-60,-0.04,-0.04,2024-08-08 10:31 AM
720,38,-0.21,60,-0.21,-0.22,2024-08-08 10:32 AM
719,60,-0.04,41,-0.05,-0.04,2024-08-08 10:33 AM
718,0,-0.06,-41,-0.05,-0.06,2024-08-08 10:34 AM
717,-60,0.18,23,0.18,0.18,2024-08-08 10:35 AM
716,-24,0.02,-63,0.03,0.03,2024-08-08 10:36 AM
715,-14,0.23,-13,0.22,0.22,2024-08-08 10:37 AM
714,158,-0.03,81,-0.04,-0.03,2024-08-08 10:38 AM
713,-132,0.11,-10,0.12,0.11,2024-08-08 10:39 AM
712,12,-0.24,-40,-0.24,-0.23,2024-08-08 10:40 AM
711,0,0.11,50,0.1,0.1,2024-08-08 10:41 AM
710,60,0.01,-127,0.04,0.03,2024-08-08 10:42 AM
709,-99,-0.38,59,-0.39,-0.39,2024-08-08 10:43 AM
708,1,0.12,40,0.11,0.12,2024-08-08 10:44 AM
707,94,-0.26,0,-0.26,-0.27,2024-08-08 10:45 AM
706,14,0.04,0,0.05,0.05,2024-08-08 10:46 AM
705,9,0.37,20,0.36,0.37,2024-08-08 10:47 AM
704,-59,0.1,-20,0.11,0.1,2024-08-08 10:48 AM
703,-56,0.06,-40,0.08,0.07,2024-08-08 10:49 AM
702,-2,0.24,106,0.21,0.22,2024-08-08 10:50 AM
701,98,-0.07,-66,-0.06,-0.06,2024-08-08 10:51 AM
700,-60,-0.1,0,-0.11,-0.11,2024-08-08 10:52 AM
699,80,0.16,0,0.16,0.16,2024-08-08 10:53 AM
698,-118,-0.26,29,-0.26,-0.26,2024-08-08 10:54 AM
697,0,-0.06,-69,-0.05,-0.05,2024-08-08 10:55 AM
696,116,-0.03,78,-0.04,-0.03,2024-08-08 10:56 AM
695,-18,-0.03,-14,-0.03,-0.04,2024-08-08 10:57 AM
694,28,0.16,-122,0.17,0.17,2024-08-08 10:58 AM
693,-127,0.03,126,0.03,0.03,2024-08-08 10:59 AM
692,127,0.12,-3,0.09,0.1,2024-08-08 11:00 AM
691,-28,-0.23,44,-0.21,-0.22,2024-08-08 11:01 AM
690,0,-0.15,-167,-0.14,-0.14,2024-08-08 11:02 AM
689,0,0.14,80,0.14,0.14,2024-08-08 11:03 AM
688,24,0.06,18,0.05,0.05,2024-08-08 11:04 AM
687,4,0.05,28,0.05,0.06,2024-08-08 11:05 AM
686,-126,0.1,-28,0.1,0.1,2024-08-08 11:06 AM
685,108,-0.14,-40,-0.14,-0.15,2024-08-08 11:07 AM
684,-10,-0.12,50,-0.11,-0.11,2024-08-08 11:08 AM
683,22,0.05,-108,0.04,0.04,2024-08-08 11:09 AM
682,-22,0.1,122,0.1,0.11,2024-08-08 11:10 AM
681,-98,-0.32,-2,-0.31,-0.32,2024-08-08 11:11 AM
680,0,-0.39,4,-0.39,-0.39,2024-08-08 11:12 AM
679,-1,-0.14,-125,-0.13,-0.13,2024-08-08 11:13 AM
678,121,0.07,120,0.06,0.06,2024-08-08 11:14 AM
677,-11,-0.17,-112,-0.17,-0.17,2024-08-08 11:15 AM
676,-11,0.15,84,0.16,0.15,2024-08-08 11:16 AM
675,0,-0.19,7,-0.19,-0.18,2024-08-08 11:17 AM
674,0,0.05,-45,0.05,0.05,2024-08-08 11:18 AM
673,-99,0.11,-53,0.11,0.11,2024-08-08 11:19 AM
672,39,-0.14,25,-0.15,-0.15,2024-08-08 11:20 AM
671,0,0.38,13,0.38,0.38,2024-08-08 11:21 AM
670,96,0.03,93,0.02,0.03,2024-08-08 11:22 AM
669,-76,0.16,-72,0.17,0.16,2024-08-08 11:23 AM
668,0,0.2,39,0.2,0.2,2024-08-08 11:24 AM
667,-58,0.15,0,0.14,0.14,2024-08-08 11:25 AM
666,0,0.04,-40,0.05,0.05,2024-08-08 11:26 AM
665,0,0.18,40,0.17,0.18,2024-08-08 11:27 AM
664,122,0.08,0,0.07,0.07,2024-08-08 11:28 AM
663,-24,-0.05,-98,-0.04,-0.05,2024-08-08 11:29 AM
662,-99,-0.39,0,-0.38,-0.38,2024-08-08 11:30 AM
661,121,0.16,0,0.14,0.15,2024-08-08 11:31 AM
660,-121,0.14,59,0.16,0.15,2024-08-08 11:32 AM
659,99,0.07,39,0.06,0.07,2024-08-08 11:33 AM
658,-60,-0.26,0,-0.26,-0.26,2024-08-08 11:34 AM
657,60,0.03,-60,0.04,0.03,2024-08-08 11:35 AM
656,-98,-0.01,60,-0.02,-0.01,2024-08-08 11:36 AM
655,0,-0.2,0,-0.2,-0.21,2024-08-08 11:37 AM
654,0,-0.07,0,-0.06,-0.06,2024-08-08 11:38 AM
653,151,0.02,-60,0.01,0.02,2024-08-08 11:39 AM
652,-53,-0.04,60,-0.03,-0.04,2024-08-08 11:40 AM
651,-3,-0.24,-98,-0.24,-0.24,2024-08-08 11:41 AM
650,53,0.02,98,0.02,0.02,2024-08-08 11:42 AM
649,-50,0.13,0,0.12,0.13,2024-08-08 11:43 AM
648,-60,-0.07,0,-0.05,-0.06,2024-08-08 11:44 AM
647,0,0.03,0,0.02,0.02,2024-08-08 11:45 AM
646,32,-0.06,-98,-0.06,-0.06,2024-08-08 11:46 AM
645,28,-0.1,107,-0.1,-0.1,2024-08-08 11:47 AM
644,-98,0.11,-107,0.11,0.11,2024-08-08 11:48 AM
643,98,-0.05,0,-0.04,-0.04,2024-08-08 11:49 AM
642,0,-0.2,72,-0.21,-0.21,2024-08-08 11:50 AM
641,0,0.36,26,0.36,0.36,2024-08-08 11:51 AM
640,-25,0.0,0,-0.01,-0.01,2024-08-08 11:52 AM
639,25,0.06,30,0.07,0.07,2024-08-08 11:53 AM
638,29,0.1,-128,0.09,0.09,2024-08-08 11:54 AM
637,-5,0.04,38,0.04,0.05,2024-08-08 11:55 AM
636,-24,0.0,-38,0.01,0.0,2024-08-08 11:56 AM
635,0,-0.12,0,-0.12,-0.12,2024-08-08 11:57 AM
634,-98,0.11,118,0.11,0.11,2024-08-08 11:58 AM
633,98,0.08,-10,0.07,0.08,2024-08-08 11:59 AM
632,69,-0.17,-10,-0.17,-0.17,2024-08-08 12:00 PM
631,-64,0.02,-98,0.03,0.02,2024-08-08 12:01 PM
630,16,0.08,0,0.08,0.08,2024-08-08 12:02 PM
629,20,0.12,-1,0.11,0.11,2024-08-08 12:03 PM
628,-31,0.2,39,0.2,0.21,2024-08-08 12:04 PM
627,14,0.17,-38,0.16,0.16,2024-08-08 12:05 PM
626,-84,0.35,98,0.37,0.36,2024-08-08 12:06 PM
625,-38,-0.01,62,-0.02,-0.01,2024-08-08 12:07 PM
624,98,-0.01,-40,-0.01,-0.01,2024-08-08 12:08 PM
623,48,0.0,-10,-0.01,-0.01,2024-08-08 12:09 PM
622,-18,-0.09,-111,-0.06,-0.07,2024-08-08 12:10 PM
621,-30,0.09,131,0.06,0.07,2024-08-08 12:11 PM
620,-98,-0.1,-32,-0.09,-0.09,2024-08-08 12:12 PM
619,38,-0.37,0,-0.38,-0.38,2024-08-08 12:13 PM
618,0,0.02,0,0.03,0.03,2024-08-08 12:14 PM
617,83,0.1,-98,0.1,0.1,2024-08-08 12:15 PM
616,-23,-0.01,189,-0.02,-0.02,2024-08-08 12:16 PM
615,27,-0.18,-189,-0.17,-0.18,2024-08-08 12:17 PM
614,-67,-0.01,58,-0.01,-0.01,2024-08-08 12:18 PM
613,40,0.16,64,0.16,0.16,2024-08-08 12:19 PM
612,-98,0.04,0,0.04,0.05,2024-08-08 12:20 PM
611,98,0.14,-60,0.15,0.14,2024-08-08 12:21 PM
610,-98,0.02,59,0.01,0.01,2024-08-08 12:22 PM
609,0,-0.11,1,-0.11,-0.11,2024-08-08 12:23 PM
608,0,0.03,40,0.02,0.03,2024-08-08 12:24 PM
607,119,0.06,-1,0.06,0.06,2024-08-08 12:25 PM
606,-119,0.08,-27,0.09,0.08,2024-08-08 12:26 PM
605,0,-0.32,-134,-0.32,-0.31,2024-08-08 12:27 PM
604,98,0.06,0,0.06,0.05,2024-08-08 12:28 PM
603,17,0.12,98,0.12,0.13,2024-08-08 12:29 PM
602,0,-0.13,-98,-0.12,-0.13,2024-08-08 12:30 PM
601,5,-0.39,0,-0.4,-0.39,2024-08-08 12:31 PM
600,-22,-0.06,38,-0.06,-0.07,2024-08-08 12:32 PM
599,0,0.12,89,0.12,0.12,2024-08-08 12:33 PM
598,21,-0.19,-29,-0.18,-0.18,2024-08-08 12:34 PM
597,-119,0.01,30,0.01,0.01,2024-08-08 12:35 PM
596,98,0.02,-128,0.02,0.02,2024-08-08 12:36 PM
595,48,-0.23,0,-0.23,-0.23,2024-08-08 12:37 PM
594,-48,-0.17,0,-0.16,-0.16,2024-08-08 12:38 PM
593,0,-0.01,137,-0.02,-0.02,2024-08-08 12:39 PM
592,0,-0.07,-99,-0.07,-0.07,2024-08-08 12:40 PM
591,0,0.05,86,0.05,0.05,2024-08-08 12:41 PM
590,-98,-0.13,49,-0.12,-0.12,2024-08-08 12:42 PM
589,0,-0.06,-39,-0.06,-0.06,2024-08-08 12:43 PM
588,121,0.27,-10,0.25,0.26,2024-08-08 12:44 PM
587,40,0.06,-124,0.07,0.06,2024-08-08 12:45 PM
586,-63,0.1,28,0.1,0.1,2024-08-08 12:46 PM
585,-18,0.11,-20,0.11,0.11,2024-08-08 12:47 PM
584,48,0.03,-8,0.03,0.03,2024-08-08 12:48 PM
583,-128,-0.05,146,-0.05,-0.05,2024-08-08 12:49 PM
582,0,0.23,-108,0.23,0.23,2024-08-08 12:50 PM
581,149,-0.05,60,-0.06,-0.06,2024-08-08 12:51 PM
580,-55,-0.18,0,-0.17,-0.17,2024-08-08 12:52 PM
579,4,0.14,29,0.13,0.13,2024-08-08 12:53 PM
578,-98,0.19,-2,0.19,0.2,2024-08-08 12:54 PM
577,0,0.15,39,0.15,0.15,2024-08-08 12:55 PM
576,124,0.04,-164,0.04,0.03,2024-08-08 12:56 PM
575,-2,-0.17,0,-0.17,-0.17,2024-08-08 12:57 PM
574,-122,-0.06,121,-0.06,-0.06,2024-08-08 12:58 PM
573,98,-0.22,1,-0.22,-0.21,2024-08-08 12:59 PM
572,23,0.12,-122,0.13,0.12,2024-08-08 01:00 PM
571,-3,0.09,98,0.08,0.08,2024-08-08 01:01 PM
570,-100,0.02,-80,-0.07,-0.02,2024-08-08 01:02 PM
569,42,-0.47,80,-0.38,-0.42,2024-08-08 01:03 PM
568,-25,-0.02,-98,-0.01,-0.02,2024-08-08 01:04 PM
567,-35,-0.01,86,-0.01,-0.01,2024-08-08 01:05 PM
566,0,0.05,29,0.05,0.05,2024-08-08 01:06 PM
565,39,-0.32,3,-0.32,-0.32,2024-08-08 01:07 PM
564,-1,0.21,-12,0.21,0.21,2024-08-08 01:08 PM
563,-38,0.15,-26,0.15,0.15,2024-08-08 01:09 PM
562,38,0.24,26,0.23,0.23,2024-08-08 01:10 PM
561,69,-0.05,21,-0.05,-0.04,2024-08-08 01:11 PM
560,-54,0.05,44,0.05,0.04,2024-08-08 01:12 PM
559,65,0.11,-171,0.11,0.12,2024-08-08 01:13 PM
558,-118,0.11,58,0.12,0.11,2024-08-08 01:14 PM
557,88,0.0,0,0.0,0.0,2024-08-08 01:15 PM
556,-6,0.06,-58,0.05,0.06,2024-08-08 01:16 PM
555,16,0.08,122,0.07,0.07,2024-08-08 01:17 PM
554,24,-0.04,-1,-0.04,-0.04,2024-08-08 01:18 PM
553,24,0.12,-121,0.12,0.12,2024-08-08 01:19 PM
552,-146,0.48,0,0.49,0.48,2024-08-08 01:20 PM
551,118,0.13,38,0.12,0.13,2024-08-08 01:21 PM
550,-20,0.06,-39,0.07,0.07,2024-08-08 01:22 PM
549,0,-0.15,39,-0.17,-0.16,2024-08-08 01:23 PM
548,-8,0.04,-38,0.05,0.04,2024-08-08 01:24 PM
547,8,-0.11,-1,-0.11,-0.11,2024-08-08 01:25 PM
546,0,0.0,127,0.0,0.0,2024-08-08 01:26 PM
545,-98,0.29,-43,0.3,0.3,2024-08-08 01:27 PM
544,116,0.05,-83,0.03,0.03,2024-08-08 01:28 PM
543,-18,0.03,98,0.04,0.04,2024-08-08 01:29 PM
542,14,0.33,25,0.32,0.32,2024-08-08 01:30 PM
541,-112,0.04,29,0.04,0.05,2024-08-08 01:31 PM
540,98,-0.06,-83,-0.05,-0.06,2024-08-08 01:32 PM
539,0,0.24,29,0.22,0.23,2024-08-08 01:33 PM
538,6,0.03,-99,0.05,0.04,2024-08-08 01:34 PM
537,-8,-0.11,97,-0.12,-0.12,2024-08-08 01:35 PM
536,-96,-0.28,2,-0.27,-0.27,2024-08-08 01:36 PM
535,152,0.06,-98,0.05,0.06,2024-08-08 01:37 PM
534,-54,0.19,98,0.21,0.2,2024-08-08 01:38 PM
533,53,-0.11,-60,-0.13,-0.13,2024-08-08 01:39 PM
532,-53,0.09,60,0.09,0.1,2024-08-08 01:40 PM
531,0,0.02,0,0.02,0.02,2024-08-08 01:41 PM
530,0,-0.11,-99,-0.11,-0.12,2024-08-08 01:42 PM
529,0,0.01,99,0.01,0.02,2024-08-08 01:43 PM
528,0,0.09,0,0.09,0.09,2024-08-08 01:44 PM
527,-60,-0.12,10,-0.12,-0.13,2024-08-08 01:45 PM
526,60,0.08,-10,0.07,0.08,2024-08-08 01:46 PM
525,0,0.08,0,0.08,0.08,2024-08-08 01:47 PM
524,-98,0.02,0,0.03,0.02,2024-08-08 01:48 PM
523,98,-0.03,31,-0.04,-0.03,2024-08-08 01:49 PM
522,-98,-0.02,-34,0.0,-0.01,2024-08-08 01:50 PM
521,79,0.11,-16,0.11,0.11,2024-08-08 01:51 PM
520,-79,-0.02,0,-0.03,-0.02,2024-08-08 01:52 PM
519,0,-0.15,0,-0.15,-0.16,2024-08-08 01:53 PM
518,98,0.07,19,0.07,0.08,2024-08-08 01:54 PM
517,0,0.05,-98,0.06,0.05,2024-08-08 01:55 PM
516,-98,-0.14,88,-0.14,-0.14,2024-08-08 01:56 PM
515,98,0.06,10,0.07,0.07,2024-08-08 01:57 PM
514,-10,-0.1,-13,-0.12,-0.12,2024-08-08 01:58 PM
513,10,0.01,13,0.02,0.02,2024-08-08 01:59 PM
512,-2,0.09,-98,0.08,0.09,2024-08-08 02:00 PM
511,5,-0.16,0,-0.17,-0.17,2024-08-08 02:01 PM
510,-76,0.15,98,0.16,0.15,2024-08-08 02:02 PM
509,-25,0.05,25,0.05,0.05,2024-08-08 02:03 PM
508,0,0.28,-31,0.27,0.28,2024-08-08 02:04 PM
507,92,0.12,-92,0.12,0.12,2024-08-08 02:05 PM
506,-23,0.13,68,0.11,0.12,2024-08-08 02:06 PM
505,-7,-0.16,-68,-0.14,-0.15,2024-08-08 02:07 PM
504,14,-0.01,0,-0.01,-0.01,2024-08-08 02:08 PM
503,12,0.01,96,0.01,0.01,2024-08-08 02:09 PM
502,10,-0.08,2,-0.07,-0.07,2024-08-08 02:10 PM
501,-98,0.06,16,0.06,0.05,2024-08-08 02:11 PM
500,78,-0.08,-34,-0.08,-0.08,2024-08-08 02:12 PM
499,-78,0.04,10,0.02,0.03,2024-08-08 02:13 PM
498,90,0.07,0,0.09,0.09,2024-08-08 02:14 PM
497,0,0.06,0,0.05,0.05,2024-08-08 02:15 PM
496,-90,0.27,8,0.26,0.27,2024-08-08 02:16 PM
495,0,-0.11,-19,-0.1,-0.11,2024-08-08 02:17 PM
494,0,-0.12,-11,-0.12,-0.12,2024-08-08 02:18 PM
493,65,0.12,0,0.11,0.11,2024-08-08 02:19 PM
492,-65,0.08,23,0.09,0.09,2024-08-08 02:20 PM
491,0,-0.03,7,-0.04,-0.03,2024-08-08 02:21 PM
490,0,-0.18,-14,-0.17,-0.18,2024-08-08 02:22 PM
489,0,0.04,14,0.04,0.04,2024-08-08 02:23 PM
488,0,0.1,34,0.1,0.1,2024-08-08 02:24 PM
487,0,0.04,-34,0.05,0.05,2024-08-08 02:25 PM
486,0,-0.12,0,-0.13,-0.13,2024-08-08 02:26 PM
485,98,-0.2,-98,-0.2,-0.2,2024-08-08 02:27 PM
484,0,-0.57,98,-0.56,-0.57,2024-08-08 02:28 PM
483,-6,0.25,23,0.24,0.25,2024-08-08 02:29 PM
482,-92,0.01,-41,0.02,0.01,2024-08-08 02:30 PM
481,0,0.3,-80,0.29,0.3,2024-08-08 02:31 PM
480,0,0.02,93,0.02,0.02,2024-08-08 02:32 PM
479,80,0.06,-93,0.05,0.06,2024-08-08 02:33 PM
478,8,-0.22,86,-0.21,-0.22,2024-08-08 02:34 PM
477,10,0.15,12,0.15,0.15,2024-08-08 02:35 PM
476,-99,-0.16,0,-0.15,-0.16,2024-08-08 02:36 PM
475,89,0.01,-7,0.01,0.01,2024-08-08 02:37 PM
474,-88,-0.03,10,-0.04,-0.03,2024-08-08 02:38 PM
473,0,-0.02,-23,-0.01,-0.01,2024-08-08 02:39 PM
472,38,-0.28,3,-0.28,-0.29,2024-08-08 02:40 PM
471,-38,-0.27,-19,-0.28,-0.27,2024-08-08 02:41 PM
470,0,0.02,-62,0.03,0.02,2024-08-08 02:42 PM
469,95,-0.13,75,-0.15,-0.14,2024-08-08 02:43 PM
468,-70,0.02,58,0.04,0.04,2024-08-08 02:44 PM
467,64,0.01,-133,0.02,0.01,2024-08-08 02:45 PM
466,-89,0.18,79,0.18,0.18,2024-08-08 02:46 PM
465,0,0.09,-11,0.09,0.09,2024-08-08 02:47 PM
464,80,0.03,12,0.02,0.03,2024-08-08 02:48 PM
463,-80,0.11,-80,0.11,0.11,2024-08-08 02:49 PM
462,72,-0.1,0,-0.11,-0.11,2024-08-08 02:50 PM
461,15,0.15,88,0.16,0.16,2024-08-08 02:51 PM
460,11,-0.23,10,-0.23,-0.23,2024-08-08 02:52 PM
459,-98,-0.03,0,-0.03,-0.04,2024-08-08 02:53 PM
458,98,-0.05,-98,-0.06,-0.05,2024-08-08 02:54 PM
457,0,0.13,0,0.14,0.13,2024-08-08 02:55 PM
456,-98,0.28,98,0.27,0.28,2024-08-08 02:56 PM
455,91,-0.04,-7,-0.04,-0.04,2024-08-08 02:57 PM
454,7,-0.24,-91,-0.23,-0.24,2024-08-08 02:58 PM
453,0,0.02,98,0.01,0.02,2024-08-08 02:59 PM
452,266,0.07,296,-0.11,-0.02,2024-08-08 03:00 PM
451,-133,-0.24,-395,-0.06,-0.15,2024-08-08 03:01 PM
450,-133,0.01,99,0.02,0.02,2024-08-08 03:02 PM
449,-40,-0.32,32,-0.32,-0.32,2024-08-08 03:03 PM
448,40,0.04,-130,0.03,0.03,2024-08-08 03:04 PM
447,0,-0.29,152,-0.28,-0.28,2024-08-08 03:05 PM
446,-98,0.12,-152,0.12,0.11,2024-08-08 03:06 PM
445,98,0.15,98,0.14,0.15,2024-08-08 03:07 PM
444,0,0.07,0,0.08,0.08,2024-08-08 03:08 PM
443,0,0.32,-98,0.32,0.32,2024-08-08 03:09 PM
442,0,0.12,0,0.11,0.11,2024-08-08 03:10 PM
441,0,0.17,98,0.15,0.16,2024-08-08 03:11 PM
440,-99,-0.03,-98,-0.01,-0.02,2024-08-08 03:12 PM
439,99,0.11,93,0.11,0.11,2024-08-08 03:13 PM
438,20,-0.11,-2,-0.11,-0.11,2024-08-08 03:14 PM
437,-118,-0.26,-88,-0.26,-0.26,2024-08-08 03:15 PM
436,98,0.08,-3,0.08,0.08,2024-08-08 03:16 PM
435,-74,-0.19,25,-0.18,-0.19,2024-08-08 03:17 PM
434,64,0.08,-25,0.06,0.07,2024-08-08 03:18 PM
433,25,-0.22,88,-0.21,-0.21,2024-08-08 03:19 PM
432,-15,0.06,10,0.07,0.07,2024-08-08 03:20 PM
431,0,-0.04,18,-0.07,-0.06,2024-08-08 03:21 PM
430,-6,0.08,-28,0.1,0.09,2024-08-08 03:22 PM
429,-92,0.41,10,0.4,0.41,2024-08-08 03:23 PM
428,93,-0.05,-98,-0.05,-0.06,2024-08-08 03:24 PM
427,0,-0.25,129,-0.24,-0.24,2024-08-08 03:25 PM
426,5,0.04,-31,0.04,0.04,2024-08-08 03:26 PM
425,0,-0.1,0,-0.11,-0.11,2024-08-08 03:27 PM
424,-60,0.12,-60,0.11,0.12,2024-08-08 03:28 PM
423,-38,-0.43,-38,-0.4,-0.41,2024-08-08 03:29 PM
422,120,-0.34,98,-0.35,-0.35,2024-08-08 03:30 PM
421,-120,-0.01,0,-0.01,-0.01,2024-08-08 03:31 PM
420,0,-0.1,-94,-0.09,-0.1,2024-08-08 03:32 PM
419,38,-0.15,94,-0.14,-0.14,2024-08-08 03:33 PM
418,71,-0.29,-60,-0.29,-0.29,2024-08-08 03:34 PM
417,-22,0.29,0,0.29,0.29,2024-08-08 03:35 PM
416,-87,-0.41,42,-0.42,-0.41,2024-08-08 03:36 PM
415,38,-0.15,-42,-0.14,-0.15,2024-08-08 03:37 PM
414,60,0.4,0,0.4,0.4,2024-08-08 03:38 PM
413,0,0.28,20,0.26,0.27,2024-08-08 03:39 PM
412,-98,-0.18,39,-0.17,-0.17,2024-08-08 03:40 PM
411,98,0.32,-97,0.31,0.31,2024-08-08 03:41 PM
410,-98,0.26,0,0.26,0.26,2024-08-08 03:42 PM
409,88,0.11,88,0.1,0.1,2024-08-08 03:43 PM
408,10,0.35,10,0.36,0.36,2024-08-08 03:44 PM
407,0,0.22,-40,0.21,0.22,2024-08-08 03:45 PM
406,0,-0.22,40,-0.22,-0.23,2024-08-08 03:46 PM
405,0,-0.12,-60,-0.13,-0.12,2024-08-08 03:47 PM
404,-98,-0.22,0,-0.2,-0.21,2024-08-08 03:48 PM
403,0,0.24,60,0.23,0.23,2024-08-08 03:49 PM
402,0,-0.08,-99,-0.12,-0.09,2024-08-08 03:50 PM
401,191,0.0,59,0.02,0.0,2024-08-08 03:51 PM
400,-153,-0.3,-59,-0.31,-0.3,2024-08-08 03:52 PM
399,60,0.43,99,0.45,0.44,2024-08-08 03:53 PM
398,-98,0.06,0,0.06,0.06,2024-08-08 03:54 PM
397,0,-0.34,0,-0.36,-0.35,2024-08-08 03:55 PM
396,250,-0.22,0,-0.23,-0.23,2024-08-08 03:56 PM
395,-152,-0.22,0,-0.17,-0.19,2024-08-08 03:57 PM
394,-60,0.21,0,0.19,0.2,2024-08-08 03:58 PM
393,-38,0.09,-98,0.09,0.09,2024-08-08 03:59 PM
392,-1,0.72,38,0.6,0.66,2024-08-08 04:00 PM
391,-1,-9.54,-40,-9.3,-9.42,2024-08-09 09:30 AM
390,200,8.34,1,8.22,8.28,2024-08-09 09:31 AM
389,-49,0.39,150,0.39,0.39,2024-08-09 09:32 AM
388,-21,0.01,3,0.02,0.02,2024-08-09 09:33 AM
387,84,-0.45,-54,-0.43,-0.45,2024-08-09 09:34 AM
386,-213,0.28,63,0.26,0.28,2024-08-09 09:35 AM
385,129,-0.18,48,-0.16,-0.17,2024-08-09 09:36 AM
384,-30,0.44,22,0.43,0.43,2024-08-09 09:37 AM
383,125,-0.05,-103,-0.04,-0.05,2024-08-09 09:38 AM
382,-59,0.29,36,0.28,0.29,2024-08-09 09:39 AM
381,-163,0.17,4,0.15,0.16,2024-08-09 09:40 AM
380,230,-0.59,63,-0.57,-0.58,2024-08-09 09:41 AM
379,-83,-0.28,-3,-0.27,-0.28,2024-08-09 09:42 AM
378,56,-0.25,-24,-0.25,-0.25,2024-08-09 09:43 AM
377,24,0.17,24,0.16,0.17,2024-08-09 09:44 AM
376,-187,-0.39,-30,-0.37,-0.38,2024-08-09 09:45 AM
375,117,0.04,-31,0.04,0.04,2024-08-09 09:46 AM
374,15,-0.2,11,-0.22,-0.21,2024-08-09 09:47 AM
373,55,-0.14,50,-0.14,-0.14,2024-08-09 09:48 AM
372,-30,0.38,-200,0.4,0.39,2024-08-09 09:49 AM
371,-70,-0.55,17,-0.55,-0.55,2024-08-09 09:50 AM
370,70,0.15,62,0.15,0.15,2024-08-09 09:51 AM
369,0,-0.03,21,-0.03,-0.03,2024-08-09 09:52 AM
368,30,0.48,0,0.47,0.47,2024-08-09 09:53 AM
367,-77,-0.1,100,-0.11,-0.1,2024-08-09 09:54 AM
366,47,0.31,-30,0.32,0.32,2024-08-09 09:55 AM
365,-95,-0.25,30,-0.24,-0.25,2024-08-09 09:56 AM
364,50,-0.39,0,-0.39,-0.39,2024-08-09 09:57 AM
363,29,0.11,-46,0.11,0.11,2024-08-09 09:58 AM
362,16,0.2,-39,0.2,0.2,2024-08-09 09:59 AM
361,104,0.02,85,-0.11,-0.05,2024-08-09 10:00 AM
360,-74,-0.29,-130,-0.18,-0.23,2024-08-09 10:01 AM
359,-30,0.5,100,0.51,0.51,2024-08-09 10:02 AM
358,-187,0.1,0,0.08,0.09,2024-08-09 10:03 AM
357,137,0.34,-70,0.36,0.35,2024-08-09 10:04 AM
356,-110,0.31,100,0.3,0.3,2024-08-09 10:05 AM
355,160,-0.24,-129,-0.24,-0.24,2024-08-09 10:06 AM
354,0,0.01,-96,0.02,0.02,2024-08-09 10:07 AM
353,-70,0.19,182,0.17,0.17,2024-08-09 10:08 AM
352,63,-0.2,-82,-0.2,-0.2,2024-08-09 10:09 AM
351,-90,-0.03,45,-0.02,-0.02,2024-08-09 10:10 AM
350,-28,0.33,-145,0.35,0.34,2024-08-09 10:11 AM
349,74,0.15,144,0.13,0.14,2024-08-09 10:12 AM
348,-49,0.59,-49,0.59,0.59,2024-08-09 10:13 AM
347,-99,0.32,-98,0.31,0.32,2024-08-09 10:14 AM
346,1,-0.29,85,-0.29,-0.3,2024-08-09 10:15 AM
345,116,-0.06,-13,-0.05,-0.05,2024-08-09 10:16 AM
344,-51,-0.6,0,-0.6,-0.6,2024-08-09 10:17 AM
343,-65,-0.03,-6,-0.03,-0.03,2024-08-09 10:18 AM
342,61,-0.13,5,-0.14,-0.14,2024-08-09 10:19 AM
341,-61,0.08,-10,0.06,0.07,2024-08-09 10:20 AM
340,61,0.09,-36,0.12,0.11,2024-08-09 10:21 AM
339,6,0.2,42,0.19,0.19,2024-08-09 10:22 AM
338,43,0.07,43,0.07,0.08,2024-08-09 10:23 AM
337,-25,-0.31,-37,-0.31,-0.32,2024-08-09 10:24 AM
336,-4,0.07,0,0.07,0.07,2024-08-09 10:25 AM
335,-22,-0.04,0,-0.04,-0.04,2024-08-09 10:26 AM
334,-59,-0.03,-7,-0.04,-0.03,2024-08-09 10:27 AM
333,0,-0.29,7,-0.29,-0.29,2024-08-09 10:28 AM
332,65,0.39,-73,0.4,0.39,2024-08-09 10:29 AM
331,0,-0.22,75,-0.22,-0.21,2024-08-09 10:30 AM
330,-8,-0.26,-8,-0.27,-0.27,2024-08-09 10:31 AM
329,-54,-0.54,33,-0.5,-0.52,2024-08-09 10:32 AM
328,175,0.06,18,0.03,0.05,2024-08-09 10:33 AM
327,-41,0.01,-30,0.01,0.0,2024-08-09 10:34 AM
326,-85,0.05,58,0.05,0.06,2024-08-09 10:35 AM
325,-49,-0.27,-43,-0.24,-0.26,2024-08-09 10:36 AM
324,70,0.5,13,0.47,0.49,2024-08-09 10:37 AM
323,-7,0.13,-50,0.11,0.12,2024-08-09 10:38 AM
322,-31,-0.44,82,-0.42,-0.44,2024-08-09 10:39 AM
321,75,0.22,-148,0.22,0.22,2024-08-09 10:40 AM
320,-110,0.47,89,0.46,0.47,2024-08-09 10:41 AM
